#Dates of nodes that didn't have a specified date are inferred from the root-to-tip regression.
name, date, root-to-tip distance, clock-deviation
A/swine/Iowa/A01932419/2017|1B.2.2.1|2002A|TTTTPT|2017-02-18, 2017.13, 1.363490, 0.006570
A/swine/Iowa/A01782281/2016|1B.2.2.2|2002A|TTTPPT|2016-10-11, 2016.77, 1.361952, 0.006355
A/swine/Iowa/A02137183/2017|1B.2.2.2|2002A|TTTPPT|2017-11-28, 2017.9, 1.364269, 0.004519
A/swine/Iowa/A02271352/2018|1B.2.2.2|2002A|TTTTPT|2018-12-03, 2018.91, 1.378414, 0.014951
A/swine/Iowa/A01777895/2016|1B.2.2.2|2002A|TTTPPT|2016-07-22, 2016.55, 1.364259, 0.009471
A/swine/Iowa/A01777665/2016|1B.2.2.2|2002A|TTTPPT|2016-06-30, 2016.49, 1.363492, 0.008925
A/swine/Indiana/A01778367/2016|1B.2.2.2|2002A|TTTPPT|2016-08-05, 2016.59, 1.363492, 0.008557
A/swine/Iowa/A02134229/2017|1B.2.2.2|2002A|TTTPPT|2017-10-18, 2017.79, 1.366581, 0.007235
A/swine/Iowa/A01671477/2016|1B.2.2.2|2002A|TTTPPT|2016-12-14, 2016.94, 1.363499, 0.007277
A/swine/Iowa/A02214654/2017|1B.2.2.2|2002A|TTTPPT|2017-03-28, 2017.24, 1.365036, 0.007711
A/swine/Iowa/A02214242/2017|1B.2.2.2|2002A|TTTPPT|2017-03-22, 2017.22, 1.365804, 0.008553
A/swine/California/A01778665/2016|1B.2.2.2|2002A|TTTTPT|2016-08-18, 2016.62, 1.361966, 0.006920
A/swine/Nebraska/A02216637/2017|1B.2.2.2|2002A|TTPPPT|2017-06-02, 2017.42, 1.365039, 0.007054
A/swine/Nebraska/A01785465/2018|1B.2.2.2|2002A|TTTTPT|2018-03-13, 2018.2, 1.362732, 0.001880
A/swine/Missouri/A02524470/2020|1A.3.3.2|2002A|TTPTPT|2020-06-30, 2020.49, 1.371945, 0.002675
A/swine/Iowa/A02635820/2021|1B.2.2.2|2002A|TTPTPT|2021-05-12, 2021.36, 1.378893, 0.006425
A/swine/Illinois/A02524864/2020|1B.2.2.2|2002A|TTPTPT|2020-11-05, 2020.84, 1.374271, 0.003715
A/swine/Iowa/A02635991/2021|1B.2.2.2|2002A|TTPTPT|2021-07-28, 2021.57, 1.377347, 0.004108
A/swine/Colorado/A02245414/2020|1B.2.2.2|2002A|TTTTPT|2020-02-06, 2020.1, 1.369740, 0.001904
A/swine/Oklahoma/A02524604/2020|1B.2.2.2|2002A|TTPTPT|2020-09-01, 2020.66, 1.373601, 0.003706
A/swine/Illinois/A02525018/2020|1B.2.2.2|2002A|TTPTPT|2020-12-21, 2020.96, 1.375908, 0.004910
A/swine/Iowa/A02524640/2020|1B.2.2.2|2002A|TTPTPT|2020-09-17, 2020.7, 1.375919, 0.005877
A/swine/Oklahoma/A02245735/2020|1B.2.2.2|2002A|TTPTPT|2020-10-07, 2020.76, 1.376685, 0.006422
A/swine/South_Dakota/A01279746/2012|1B.2.2.1|2002A|TTTTPT|2012-12-06, 2012.92, 1.355903, 0.014457
A/swine/Michigan/A01259077/2017|1A.3.3.3|2002A|TTPTPT|2017-05-30, 2017.41, 1.358782, 0.000833
A/swine/Minnesota/A01445762/2013|1B.2.2.2|2002A|TTTTPT|2013-02-21, 2013.14, 1.355474, 0.013219
A/swine/Minnesota/A01047604/2010|1B.2.2.2|2002A|PPPPPP|2010-12-07, 2010.92, 1.341411, 0.007316
A/swine/Minnesota/A01134332/2010|1B.2.2.2|2002A|PPPPPP|2010-09-20, 2010.71, 1.341411, 0.008088
A/swine/Ohio/A01279763/2012|1B.2.1|2002A|TTTTPT|2012-12-05, 2012.92, 1.345279, 0.003833
A/swine/Ohio/A01349559/2013|1B.2.1|2002A|TTTTPT|2013-03-26, 2013.24, 1.344492, 0.001870
A/swine/Ohio/A01349140/2013|1B.2.1|2002A|TTTTPT|2013-02-27, 2013.16, 1.357837, 0.015509
A/swine/Ohio/A01351184/2013|1B.2.1|2002A|TTTTPT|2013-06-14, 2013.45, 1.346794, 0.003400
A/swine/Indiana/A01049964/2011|1B.2.2.2|2002A|TTTTPT|2011-05-11, 2011.36, 1.339870, 0.004158
A/swine/North_Carolina/A01432660/2013|1B.2.2.2|2002A|TTTPPT|2013-04-02, 2013.25, 1.348396, 0.005737
A/swine/Pennsylvania/A01944215/2015|1B.2.1|2002A|TTTTPT|2015-09-30, 2015.74, 1.352298, 0.000487
A/swine/South_Carolina/A01932046/2017|1B.2.1|2002A|TTTTPT|2017-02-03, 2017.09, 1.361723, 0.004950
A/swine/South_Carolina/A01671949/2016|1B.2.1|2002A|TTTTPT|2016-12-28, 2016.98, 1.360178, 0.003810
A/swine/South_Carolina/A02214849/2017|1B.2.1|2002A|TTTTPT|2017-03-20, 2017.22, 1.360178, 0.002927
A/swine/Illinois/A01134482/2011|1B.2.2.2|2002A|TTTTTT|2011-02-18, 2011.13, 1.339103, 0.004236
A/swine/Illinois/A01134656/2011|1B.2.2.2|2002A|TTTPPT|2011-03-03, 2011.17, 1.339872, 0.004858
A/swine/Iowa/A01445788/2013|1B.2.2.2|2002A|TTTTPT|2013-02-25, 2013.15, 1.345283, 0.002991
A/swine/Iowa/A01049970/2011|1B.2.2.2|2002A|TTTTPT|2011-05-16, 2011.37, 1.339870, 0.004121
A/swine/Indiana/A01202631/2011|1B.2.2.2|2002A|TTTTPT|2011-10-01, 2011.74, 1.340638, 0.003529
A/swine/Indiana/A01260188/2013|1B.2.2.2|2002A|TTTTPT|2013-01-01, 2013.0, 1.348405, 0.006665
A/swine/Minnesota/A01301730/2012|1B.2.2.2|2002A|TTTTPT|2012-06-28, 2012.49, 1.343719, 0.003854
A/swine/Minnesota/A01301731/2012|1B.2.2.2|2002A|TTTTPT|2012-08-28, 2012.65, 1.343719, 0.003266
A/swine/Illinois/A01047348/2011|1B.2.2.2|2002A|TTTPPT|2011-01-18, 2011.05, 1.340640, 0.006067
A/swine/Illinois/A01047363/2011|1B.2.2.2|2002A|TTTPPT|2011-01-18, 2011.05, 1.340640, 0.006067
A/swine/Illinois/A01047360/2011|1B.2.2.2|2002A|TTTPPT|2011-01-18, 2011.05, 1.340640, 0.006067
A/swine/Illinois/A01047350/2011|1B.2.2.2|2002A|TTTPPT|2011-01-18, 2011.05, 1.340640, 0.006067
A/swine/Illinois/A01047996/2011|1B.2.2.2|2002A|TTTPPT|2011-01-18, 2011.05, 1.340640, 0.006067
A/swine/Iowa/A01049858/2011|1B.2.2.2|2002A|TTTPPT|2011-04-10, 2011.27, 1.341408, 0.006027
A/swine/Iowa/A01049728/2011|1B.2.2.2|2002A|TTTPPT|2011-03-22, 2011.22, 1.342176, 0.006978
A/swine/Iowa/A01049723/2011|1B.2.2.2|2002A|TTTPPT|2011-03-22, 2011.22, 1.342944, 0.007746
A/swine/Iowa/A01049722/2011|1B.2.2.2|2002A|TTTPPT|2011-03-22, 2011.22, 1.342944, 0.007746
A/swine/Iowa/A01049724/2011|1B.2.2.2|2002A|TTTPPT|2011-03-22, 2011.22, 1.342944, 0.007746
A/swine/Illinois/A01243094/2012|1B.2.2.2|2002A|TTTPPT|2012-01-30, 2012.08, 1.346031, 0.007672
A/swine/North_Carolina/A01432766/2013|1B.2.2.2|2002A|TTTPPT|2013-05-10, 2013.36, 1.350239, 0.007176
A/swine/North_Carolina/A01432952/2013|1B.2.2.2|2002A|TTTTPT|2013-07-24, 2013.56, 1.350742, 0.006944
A/swine/Indiana/A01049794/2011|1B.2.2.2|2002A|TTTPPT|2011-04-06, 2011.26, 1.340638, 0.005293
A/swine/Illinois/A01328594/2012|1B.2.2.2|2002A|TTTPPT|2012-05-22, 2012.39, 1.346024, 0.006526
A/swine/Indiana/A00968358/2012|1B.2.2.2|2002A|TTTPPT|2012-02-08, 2012.1, 1.343708, 0.005276
A/swine/Illinois/A01125988/2012|1B.2.2.2|2002A|TTTPPT|2012-03-04, 2012.18, 1.344485, 0.005759
A/swine/Illinois/A01271599/2012|1B.2.2.2|2002A|TTTPPT|2012-10-30, 2012.82, 1.346786, 0.005708
A/swine/Illinois/A01270490/2012|1B.2.2.2|2002A|PPPPPT|2012-09-27, 2012.73, 1.344482, 0.003734
A/swine/Illinois/A01444513/2013|1B.2.2.2|2002A|TTTPPT|2013-01-08, 2013.02, 1.349112, 0.007299
A/swine/Illinois/A00843191/2013|1B.2.2.2|2002A|TTTPPT|2013-09-19, 2013.71, 1.353789, 0.009439
A/swine/Indiana/A01049953/2011|1B.2.2.2|2002A|TTTPPT|2011-05-07, 2011.35, 1.342940, 0.007265
A/swine/Illinois/A01158947/2012|1B.2.2.2|2002A|TTTPPT|2012-12-28, 2012.98, 1.350729, 0.009063
A/swine/Illinois/A01134579/2011|1B.2.2.2|2002A|TTTPPT|2011-02-23, 2011.15, 1.342941, 0.008000
A/swine/Illinois/A01134581/2011|1B.2.2.2|2002A|TTTPPT|2011-02-23, 2011.15, 1.342939, 0.007999
A/swine/Illinois/A01134580/2011|1B.2.2.2|2002A|TTTPPT|2011-02-23, 2011.15, 1.343709, 0.008768
A/swine/Indiana/A00968332/2011|1B.2.2.2|2002A|TTTPPT|2011-04-07, 2011.27, 1.341404, 0.006023
A/swine/Indiana/A00968366/2012|1B.2.2.2|2002A|TTTPPT|2012-07-12, 2012.53, 1.346802, 0.006789
A/swine/Illinois/A00857138a/2011|1B.2.2.2|2002A|TTTPPT|2011-10-20, 2011.79, 1.346036, 0.008743
A/swine/Illinois/A00857138b/2011|1B.2.2.2|2002A|TTTPPT|2011-10-20, 2011.79, 1.346036, 0.008743
A/swine/Ohio/A01076765/2010|1B.2.2.2|2002A|TTTPPT|2010-10-21, 2010.8, 1.340638, 0.006984
A/swine/Ohio/A01116889/2011|1B.2.2.2|2002A|TTTPPT|2011-11-08, 2011.84, 1.343714, 0.006237
A/swine/Colorado/A01668653/2016|1B.2.2.2|2002A|TTTPPT|2016-11-21, 2016.88, 1.364397, 0.008396
A/swine/Texas/A02245132/2019|1B.2.2.1|2002A|TTTPPT|2019-05-15, 2019.37, 1.363773, -0.001380
A/swine/Iowa/A02525041/2021|1A.3.3.2|2002A|TTTPPT|2021-01-05, 2021.01, 1.373171, 0.001990
A/swine/Iowa/A02524469/2020|1B.2.2.1|2002A|TTTPPT|2020-07-01, 2020.5, 1.369953, 0.000647
A/swine/Iowa/A02524863/2020|1B.2.2.1|2002A|TTTPPT|2020-11-04, 2020.83, 1.370728, 0.000209
A/swine/Texas/A02245285/2019|1A.1.1|2002A|TTTTPT|2019-10-15, 2019.78, 1.367629, 0.000969
A/swine/Oklahoma/A02246913/2022|1A.1.1|2002A|TTLPPT|2022-01-06, 2022.02, 1.374643, -0.000250
A/swine/Texas/A02246455/2021|1A.1.1|2002A|TTLPPT|2021-07-09, 2021.52, 1.369175, -0.003881
A/swine/Texas/A02245390/2020|1A.1.1|2002A|TTTTPT|2020-01-14, 2020.04, 1.366853, -0.000763
A/swine/Texas/A02245420/2020|1A.1.1|2002A|TTTTPT|2020-02-20, 2020.14, 1.367625, -0.000359
A/swine/Kansas/A02478592/2019|1A.3.3.2|2002A|TTTTPT|2019-07-16, 2019.54, 1.367521, 0.001743
A/swine/Iowa/A02636516/2022|1B.2.2.2|2002A|TTTPPT|2022-02-23, 2022.15, 1.376182, 0.000811
A/swine/Nebraska/A02636144/2021|1B.2.2.2|2002A|TTTTPT|2021-09-15, 2021.7, 1.383192, 0.009474
A/swine/Missouri/A02137164/2017|1A.3.3.3|2002A|TTTTPT|2017-12-04, 2017.92, 1.360502, 0.000679
A/swine/Missouri/A02155471/2018|1A.3.3.3|2002A|TTTTPT|2018-03-07, 2018.18, 1.363633, 0.002854
A/swine/Texas/A02635790/2021|1B.2.2.2|2002A|TLLTPT|2021-05-06, 2021.35, 1.377684, 0.005253
A/swine/Kansas/A02246997/2021|1A.1.1|2002A|TLLPPT|2021-11-17, 2021.87, 1.384385, 0.010043
A/swine/Oklahoma/A02245879/2021|1B.2.2.2|2002A|TTTPPT|2021-02-02, 2021.09, 1.374936, 0.003461
A/swine/Kansas/A02248188/2021|1B.2.2.2|2002A|TTLPPT|2021-08-13, 2021.61, 1.378799, 0.005412
A/swine/Minnesota/A01279807/2012|1B.2.2.2|2002A|TTTPPT|2012-12-10, 2012.93, 1.354034, 0.012552
A/swine/Minnesota/A01328944/2012|1B.2.2.2|2002A|TTPPPT|2012-06-06, 2012.43, 1.349943, 0.010298
A/swine/Missouri/A01432397/2013|1B.2.2.2|2002A|TTTPPP|2013-01-09, 2013.02, 1.353069, 0.011256
A/swine/Illinois/A01215870/2013|1B.2.2.2|2002A|TTTPPP|2013-05-28, 2013.41, 1.355355, 0.012108
A/swine/Illinois/A00857328/2012|1B.2.2.2|2002A|TTTPPP|2012-06-14, 2012.45, 1.351498, 0.011779
A/swine/Illinois/A00857325/2012|1B.2.2.2|2002A|TTTPPP|2012-06-14, 2012.45, 1.351498, 0.011779
A/swine/Illinois/A00857322/2012|1B.2.2.2|2002A|TTTPPP|2012-06-12, 2012.44, 1.351498, 0.011816
A/swine/Iowa/A01671454/2016|1B.2.2.1|2002A|TTTPPT|2016-12-16, 2016.95, 1.369946, 0.013688
A/swine/Wisconsin/A01104088/2015|1B.2.2.2|2002A|TTTPPT|2015-11-11, 2015.85, 1.363177, 0.010962
A/swine/Texas/A01410206/2014|1B.2.2.2|2002A|TTPPPT|2014-01-21, 2014.06, 1.359263, 0.013627
A/swine/California/A01459202/2016|1B.2.2.2|2002A|TTTTPT|2016-03-21, 2016.22, 1.363098, 0.009523
A/swine/Illinois/A01944807/2015|1B.2.2.2|2002A|TTTTPT|2015-10-26, 2015.81, 1.363098, 0.011030
A/swine/Illinois/A01731417/2016|1B.2.2.2|2002A|TTTTPT|2016-02-10, 2016.11, 1.364642, 0.011471
A/swine/Indiana/A01812236/2016|1B.2.2.2|2002A|TTTTPT|2016-06-10, 2016.44, 1.365420, 0.011036
A/swine/Minnesota/A01047911/2010|1B.2.2.2|2002A|TTPPPP|2010-11-18, 2010.87, 1.342176, 0.008265
A/swine/Minnesota/A01134236/2011|1B.2.2.2|2002A|TTPPPP|2011-01-30, 2011.08, 1.343711, 0.009028
A/swine/Minnesota/A01134221/2011|1B.2.2.2|2002A|TTPPPP|2011-01-30, 2011.08, 1.343711, 0.009028
A/swine/Iowa/A01203125/2012|1B.2.2.2|2002A|TTPPPP|2012-01-06, 2012.02, 1.346802, 0.008664
A/swine/Nebraska/A01270646/2012|1B.2.2.2|2002A|TTPPPP|2012-10-10, 2012.77, 1.348340, 0.007445
A/swine/Nebraska/A01104081/2014|1B.2.2.2|2002A|TTPPPT|2014-05-12, 2014.36, 1.360832, 0.014094
A/swine/Iowa/A01432230/2012|1B.2.2.2|2002A|TTPPPP|2012-12-03, 2012.91, 1.350652, 0.009243
A/swine/Iowa/A01202677/2011|1B.2.2.2|2002A|TTTTPT|2011-10-11, 2011.77, 1.343712, 0.006493
A/swine/Minnesota/A01049956/2011|1B.2.2.2|2002A|TTPPPP|2011-05-10, 2011.36, 1.343709, 0.007997
A/swine/Minnesota/A01202471/2011|1B.2.2.2|2002A|TTPPPP|2011-07-28, 2011.57, 1.343709, 0.007225
A/swine/Iowa/A01049863/2011|1B.2.2.2|2002A|TTPPPP|2011-04-18, 2011.3, 1.342941, 0.007449
A/swine/Iowa/A01301778/2012|1B.2.2.2|2002A|TTPPPP|2012-09-07, 2012.68, 1.346803, 0.006239
A/swine/Iowa/A01432034/2012|1B.2.2.2|2002A|TTPPPT|2012-10-11, 2012.77, 1.348341, 0.007446
A/swine/Iowa/A01202576/2011|1B.2.2.2|2002A|TTPPPP|2011-09-08, 2011.68, 1.343709, 0.006820
A/swine/Iowa/A01202442/2011|1B.2.2.2|2002A|TTPPPP|2011-07-13, 2011.53, 1.346022, 0.009685
A/swine/Iowa/A01202443/2011|1B.2.2.2|2002A|TTPPPP|2011-07-13, 2011.53, 1.346022, 0.009685
A/swine/Iowa/A01202087/2011|1B.2.2.2|2002A|TTPPPP|2011-06-16, 2011.45, 1.343709, 0.007666
A/swine/Iowa/A01202086/2011|1B.2.2.2|2002A|TTPPPP|2011-06-16, 2011.45, 1.344478, 0.008435
A/swine/Illinois/A01134729/2011|1B.2.2.2|2002A|TTTTTT|2011-03-10, 2011.19, 1.341404, 0.006316
A/swine/Illinois/A01134736/2011|1B.2.2.2|2002A|TTTTTT|2011-03-10, 2011.19, 1.341404, 0.006316
A/swine/Iowa/A01202108/2011|1B.2.2.2|2002A|TTTTTT|2011-06-27, 2011.48, 1.346053, 0.009900
A/swine/Iowa/A01202091/2011|1B.2.2.2|2002A|TTTTTT|2011-06-16, 2011.45, 1.344483, 0.008440
A/swine/Illinois/A01134652/2011|1B.2.2.2|2002A|TTTTTT|2011-03-03, 2011.17, 1.342946, 0.007932
A/swine/Illinois/A01047044/2010|1B.2.2.2|2002A|TTTTTT|2010-11-29, 2010.9, 1.341404, 0.007383
A/swine/Illinois/A01047172/2010|1B.2.2.2|2002A|TTTTTT|2010-11-30, 2010.9, 1.340638, 0.006616
A/swine/Illinois/A01047020/2010|1B.2.2.2|2002A|TTTTTT|2010-11-22, 2010.88, 1.340638, 0.006690
A/swine/Illinois/A01047112/2010|1B.2.2.2|2002A|TTTTTT|2010-11-28, 2010.9, 1.340638, 0.006616
A/swine/Illinois/A01047041/2010|1B.2.2.2|2002A|TTTTTT|2010-11-29, 2010.9, 1.340638, 0.006616
A/swine/Illinois/A01047149/2010|1B.2.2.2|2002A|TTTTTT|2010-11-30, 2010.9, 1.340638, 0.006616
A/swine/Illinois/A01047155/2010|1B.2.2.2|2002A|TTTTTT|2010-11-30, 2010.9, 1.340638, 0.006616
A/swine/Illinois/A01047097/2010|1B.2.2.2|2002A|TTTTTT|2010-11-29, 2010.9, 1.340638, 0.006616
A/swine/Illinois/A01047085/2010|1B.2.2.2|2002A|TTTTTT|2010-11-29, 2010.9, 1.340638, 0.006616
A/swine/Illinois/A01047099/2010|1B.2.2.2|2002A|TTTTTT|2010-11-29, 2010.9, 1.340638, 0.006616
A/swine/Illinois/A01047145/2010|1B.2.2.2|2002A|TTTTTT|2010-11-30, 2010.9, 1.340638, 0.006616
A/swine/Illinois/A01047042/2010|1B.2.2.2|2002A|TTTTTT|2010-11-29, 2010.9, 1.340638, 0.006616
A/swine/Illinois/A01134715/2011|1B.2.2.2|2002A|TTTTTT|2011-03-10, 2011.19, 1.340638, 0.005550
A/swine/Illinois/A01134653/2011|1B.2.2.2|2002A|TTTTTT|2011-03-03, 2011.17, 1.340638, 0.005624
A/swine/Illinois/A01047166/2010|1B.2.2.2|2002A|TTTTTT|2010-11-30, 2010.9, 1.340638, 0.006616
A/swine/Illinois/A01047045/2010|1B.2.2.2|2002A|TTTTTT|2010-11-29, 2010.9, 1.340638, 0.006616
A/swine/Illinois/A01047046/2010|1B.2.2.2|2002A|TTTTTT|2010-11-29, 2010.9, 1.340638, 0.006616
A/swine/Illinois/A01134719/2011|1B.2.2.2|2002A|TTTTTT|2011-03-10, 2011.19, 1.343714, 0.008626
A/swine/Illinois/A01134721/2011|1B.2.2.2|2002A|TTTTTT|2011-03-10, 2011.19, 1.344480, 0.009393
A/swine/Illinois/A01049952/2011|1B.2.2.2|2002A|TTTTTT|2011-05-09, 2011.35, 1.347567, 0.011891
A/swine/Illinois/A01049967/2011|1B.2.2.2|2002A|TTTTTT|2011-05-11, 2011.36, 1.347564, 0.011852
A/swine/Illinois/A01049968/2011|1B.2.2.2|2002A|TTTTTT|2011-05-11, 2011.36, 1.347564, 0.011852
A/swine/Iowa/A01202687/2011|1B.2.2.2|2002A|TTTTPT|2011-10-12, 2011.77, 1.342942, 0.005723
A/swine/Iowa/A01202795/2011|1B.2.2.2|2002A|TTTTPT|2011-11-02, 2011.83, 1.343709, 0.006269
A/swine/Illinois/A01301796/2012|1B.2.2.2|2002A|TTTTTT|2012-09-10, 2012.68, 1.350712, 0.010148
A/swine/Iowa/A01202438/2011|1B.2.2.2|2002A|TTTTTT|2011-07-12, 2011.53, 1.343708, 0.007371
A/swine/Iowa/A01202439/2011|1B.2.2.2|2002A|TTTTTT|2011-07-12, 2011.53, 1.343708, 0.007371
A/swine/Iowa/A01202770/2011|1B.2.2.2|2002A|TTTTTT|2011-10-22, 2011.8, 1.344476, 0.007146
A/swine/Illinois/A01277653/2012|1B.2.2.2|2002A|TTTTTT|2012-11-19, 2012.87, 1.350690, 0.009428
A/swine/Illinois/A01443797/2013|1B.2.2.2|2002A|TTTTTT|2013-03-13, 2013.2, 1.350653, 0.008178
A/swine/Mississippi/A01202799/2011|1B.2.2.2|2002A|TTTTTT|2011-11-03, 2011.83, 1.342938, 0.005498
A/swine/Illinois/A01047805/2011|1B.2.2.2|2002A|TTTTTT|2011-01-03, 2011.01, 1.342171, 0.007745
A/swine/Illinois/A01047779/2011|1B.2.2.2|2002A|TTTTTT|2011-12-22, 2011.96, 1.342171, 0.004253
A/swine/Illinois/A01047518/2010|1B.2.2.2|2002A|TTTTTT|2010-12-07, 2010.92, 1.341404, 0.007309
A/swine/Illinois/A01240868/2012|1B.2.2.2|2002A|TTTPTP|2012-01-04, 2012.01, 1.342941, 0.004839
A/swine/Illinois/A01134269/2011|1B.2.2.2|2002A|TTTTTT|2011-01-31, 2011.08, 1.342171, 0.007488
A/swine/Illinois/A01328923/2012|1B.2.2.2|2002A|TTTPTT|2012-06-06, 2012.43, 1.345256, 0.005611
A/swine/Missouri/A01270665/2012|1B.2.2.2|2002A|TTTTTT|2012-10-02, 2012.75, 1.344474, 0.003653
A/swine/Illinois/A01300059/2012|1B.2.2.2|2002A|TTTTTT|2012-06-12, 2012.44, 1.344473, 0.004791
A/swine/Illinois/A01270809/2012|1B.2.2.2|2002A|TTTTTT|2012-10-12, 2012.77, 1.345244, 0.004349
A/swine/Illinois/A01444496/2013|1B.2.2.2|2002A|TTTTTT|2013-01-07, 2013.02, 1.346014, 0.004201
A/swine/Iowa/A02271349/2018|1A.2-3-like|pdm|LLPLPP|2018-12-04, 2018.92, 1.261679, -0.101820
A/swine/Iowa/A02636162/2021|1A.3.3.2|pdm|TTTTPT|2021-09-21, 2021.72, 1.307383, -0.066407
A/swine/South_Dakota/A01785506/2018|1A.3.3.2|pdm|PPPPPP|2018-04-11, 2018.28, 1.297684, -0.063463
A/swine/North_Carolina/A01410047/2013|1A.3.3.3|pdm|TTTTPT|2013-12-20, 2013.96, 1.273290, -0.071978
A/swine/Minnesota/A01941304/2015|1A.3.3.2|pdm|TTPPPT|2015-11-28, 2015.9, 1.287309, -0.065090
A/swine/Minnesota/A01941706/2015|1A.3.3.2|pdm|TTPPPT|2015-12-21, 2015.96, 1.287309, -0.065311
A/swine/North_Carolina/A01076213/2010|1A.3.3.2|pdm|PPPPPP|2010-06-27, 2010.48, 1.262118, -0.070359
A/swine/Iowa/A01049379/2011|1A.3.3.2|pdm|TTPPTP|2011-01-03, 2011.01, 1.264460, -0.069966
A/swine/Nebraska/A01049048/2010|1A.3.3.2|pdm|PTPPPP|2010-11-17, 2010.87, 1.262119, -0.071792
A/swine/Colorado/A01203099/2011|1A.3.3.2|pdm|PPPPPP|2011-12-22, 2011.96, 1.274708, -0.063209
A/swine/Iowa/A01202554/2011|1A.3.3.2|pdm|PPPPPP|2011-08-30, 2011.66, 1.269972, -0.066843
A/swine/Iowa/A01049578/2011|1A.3.3.2|pdm|PPPTPP|2011-02-17, 2011.13, 1.269193, -0.065673
A/swine/Oklahoma/A01290605/2013|1B.2.2.2|pdm|TTTPPT|2013-10-03, 2013.75, 1.278709, -0.065788
A/swine/Oklahoma/A01672680/2017|1B.2.2.2|pdm|TTTPPT|2017-02-01, 2017.08, 1.305451, -0.051285
A/swine/Oklahoma/A02214419/2017|1B.2.2.2|pdm|TTTPPT|2017-04-03, 2017.25, 1.308569, -0.048792
A/swine/Minnesota/A01049428/2011|1A.3.3.2|pdm|PPPPPT|2011-01-18, 2011.05, 1.266042, -0.068531
A/swine/Illinois/A01076179/2009|1A.3.3.2|pdm|PPPPPP|2009-12-06, 2009.92, 1.259806, -0.070614
A/swine/North_Carolina/A01076198/2010|1A.3.3.2|pdm|PPPPPP|2010-03-14, 2010.2, 1.262134, -0.069314
A/swine/Minnesota/A01134649/2011|1A.3.3.2|pdm|PPPPPP|2011-02-23, 2011.15, 1.266058, -0.068883
A/swine/Illinois/A00970253/2010|1A.3.3.2|pdm|PPPPPP|2010-03-18, 2010.21, 1.259789, -0.071696
A/swine/Illinois/A00970252/2010|1A.3.3.2|pdm|PPPPPP|2010-03-18, 2010.21, 1.259789, -0.071696
A/swine/Illinois/A00970254/2010|1A.3.3.2|pdm|PPPPPP|2010-03-18, 2010.21, 1.259789, -0.071696
A/swine/Illinois/A01049673/2011|1A.3.3.2|pdm|PPPPPP|2011-03-10, 2011.19, 1.267581, -0.067506
A/swine/Illinois/A01049574/2011|1A.3.3.2|pdm|TTTTPT|2011-02-16, 2011.13, 1.267580, -0.067287
A/swine/Illinois/A01049576/2011|1A.3.3.2|pdm|TTTTPT|2011-02-16, 2011.13, 1.267580, -0.067287
A/swine/Iowa/A01049195/2010|1A.3.3.2|pdm|PPPPPP|2010-12-01, 2010.91, 1.263680, -0.070378
A/swine/Iowa/A01049239/2010|1A.3.3.2|pdm|PPPPPP|2010-12-08, 2010.93, 1.262903, -0.071228
A/swine/Illinois/A01076907/2010|1A.3.3.2|pdm|PPPPPP|2010-11-01, 2010.82, 1.262130, -0.071598
A/swine/Illinois/A01047061/2010|1A.3.3.2|pdm|PPPPPP|2010-11-29, 2010.9, 1.266830, -0.067192
A/swine/Illinois/A01134671/2011|1A.3.3.2|pdm|PPPPPP|2011-03-07, 2011.18, 1.269200, -0.065851
A/swine/Iowa/A01049005/2010|1A.3.3.2|pdm|PPPPPP|2010-11-15, 2010.86, 1.265287, -0.068588
A/swine/Iowa/A01202099/2011|1A.3.3.2|pdm|PPPPPT|2011-06-21, 2011.47, 1.264472, -0.071644
A/swine/Illinois/A01047800/2010|1A.3.3.2|pdm|PPPPPP|2010-12-30, 2010.99, 1.266818, -0.067534
A/swine/Illinois/A01047796/2010|1A.3.3.2|pdm|PPPPPP|2010-12-30, 2010.99, 1.266818, -0.067534
A/swine/North_Carolina/A01202450/2011|1A.3.3.2|pdm|TPPPPT|2011-07-14, 2011.53, 1.273219, -0.063118
A/swine/Pennsylvania/A01134526/2011|1A.3.3.2|pdm|PPPPPP|2011-02-14, 2011.12, 1.268410, -0.066420
A/swine/Illinois/A01134883/2011|1A.3.3.2|pdm|PPPPPP|2011-03-23, 2011.23, 1.265990, -0.069244
A/swine/Illinois/A01134559/2011|1A.3.3.2|pdm|PPPPPP|2011-02-24, 2011.15, 1.265216, -0.069724
A/swine/Illinois/A01134565/2011|1A.3.3.2|pdm|PPPPPP|2011-02-24, 2011.15, 1.265989, -0.068951
A/swine/Illinois/A01134200/2011|1A.3.3.2|pdm|PPPPPP|2011-01-26, 2011.07, 1.265216, -0.069430
A/swine/Illinois/A01134201/2011|1A.3.3.2|pdm|PPPPPP|2011-01-26, 2011.07, 1.265216, -0.069430
A/swine/Kentucky/A01134742/2011|1A.3.3.2|pdm|PPPPPP|2011-02-27, 2011.16, 1.264444, -0.070533
A/swine/Illinois/A01134459/2011|1A.3.3.2|pdm|PPPPPP|2011-02-18, 2011.13, 1.264444, -0.070423
A/swine/Illinois/A01047977/2011|1A.3.3.2|pdm|PPPPPP|2011-01-17, 2011.05, 1.264444, -0.070129
A/swine/Illinois/A01134451/2011|1A.3.3.2|pdm|PPPPPP|2011-02-14, 2011.12, 1.264444, -0.070386
